"Paper_ID","TARA-KB:Article_ID","TARA-KB:Study_ID","TARA-KB:OCSI_Set_ID","Artcle-URI","Article-Title","Acupoints-Extracted","Acupoints-Normalized","Acupoints-Mapped","Acupoints-Unmappable","Acupoints_TARA_IDs","Comment for internal use (CORE)","Comment from TEAM-Core","Comment",""
"571","A-112625-571","S-112625-571","O-112625-571","https://doi.org/10.1136/aim.2011.004044","Is there a role for acupuncture in the symptom management of patients receiving palliative care for cancer? A pilot study of 20 patients comparing acupuncture with nurse-led supportive care","Not specified","Not specified","","","","","","",""
"1361","A-112625-1361","S-112625-1361","O-112625-1361","https://pubmed.ncbi.nlm.nih.gov/14719299.0/","Juvenile Myasthenia Laryngis Treated by Acupuncture and TCM Medication","Not specified","Not specified","","","","","","",""
"1777","A-112625-1777","S-112625-1777","O-112625-1777","https://doi.org/10.1046/j.1365-2281.2000.00280.x","Lack of effect of acupuncture upon signs and symptoms of delayed onset muscle soreness","P 2, Co 11, Lu 5, Co 4, distal third of the belly of biceps brachii (musculotendinous junction)","P 2, Co 11, Lu 5, Co 4, distal third of the belly of biceps brachii (musculotendinous junction)","PC 2, LI 11, LU 5, LI 4","distal third of the belly of biceps brachii (musculotendinous junction)","TARA:4819578, TARA:8923096, TARA:1357729, TARA:0859695","","","",""
"495","A-112625-495","S-112625-495","O-112625-495","https://doi.org/10.1136/aim.23.3.103","Laser acupuncture for mild to moderate depression in a primary care setting -a randomised controlled trial","LR 14, CV 15, CV 14, HT 7, LR 8, KI 10, LI 4, SP 6, GV 20","LR 14, CV 15, CV 14, HT 7, LR 8, KI 10, LI 4, SP 6, GV 20","LR 14, CV 15, CV 14, HT 7, LR 8, KI 10, LI 4, SP 6, GV 20","","TARA:7479763, TARA:7624267, TARA:4823591, TARA:2442762, TARA:1074531, TARA:8716769, TARA:0859695, TARA:4385250, TARA:3386254","","","",""
"723","A-112625-723","S-112625-723","O-112625-723","https://doi.org/10.1016/j.jams.2014.06.015","Laser Acupuncture for Treating Musculoskeletal Pain: A Systematic Review with Meta-analysis","Not specified","Not specified","","","","","","",""
"925","A-112625-925","S-112625-925","O-112625-925","https://doi.org/10.1016/0304-3959(90)91078-W","Laser treatment applied to acupuncture points in lateral humeral epicondylalgia. A double-blind study","LI 10, LI 11, LI 12, Lu 5, SJ 5","LI 10, LI 11, LI 12, Lu 5, SJ 5","LI 10, LI 11, LI 12, LU 5, TE 5","","TARA:0742938, TARA:8923096, TARA:9554328, TARA:1357729, TARA:8393005","","","",""
"122","A-112625-122","S-112625-122","O-112625-122","https://doi.org/10.1097/00007632-200107010-00005","Lessons from a Trial of Acupuncture and Massage for Low Back Pain Patient Expectations and Treatment Effects","Not specified","Not specified","","","","","","",""
"1762","A-112625-1762","S-112625-1762","O-112625-1762","https://doi.org/10.1155/2017/7916031","Lifestyle-Related Factors in the Self-Management of Chemotherapy-Induced Peripheral Neuropathy in Colorectal Cancer: A Systematic Review","Not specified","Not specified","","","","","","",""
"662","A-112625-662","S-112625-662","O-112625-662","https://doi.org/10.1097/aap.0000000000000740","Literature Review and Meta-Analysis of Transcutaneous Electrical Nerve Stimulation in Treating Chronic Back Pain","Not specified","Not specified","","","","","","",""
"770","A-112625-770","S-112625-770","O-112625-770","https://doi.org/10.1002/ejp.671","Local and distant acupuncture points stimulation for chronic musculoskeletal pain: A systematic review on the comparative effects","LI 4, LI 11, SI 15, GB 21, SI 14, TE 5, KI 3, GV 14, BL 40","","","","","","","",""
"1569","A-112625-1569","S-112625-1569","O-112625-1569","https://doi.org/10.1038/clpt.1991.106","Local anesthesia blocks the antiemetic
action of P6 acupuncture","P 6","P 6","PC 6","","TARA:4311153","","","",""
"362","A-112625-362","S-112625-362","O-112625-362","https://doi.org/10.1186/1476-5918-8-2","Local increase in trapezius muscle oxygenation during and after acupuncture","GB 21","GB 21","GB 21","","TARA:5389461","","","",""
"99","A-112625-99","S-112625-99","O-112625-99","https://doi.org/10.1016/j.jmpt.2004.12.004","Long-term follow-up of a randomized clinical trial assessing the efficacy of medication, acupuncture, and spinal manipulation for chronic mechanical spinal pain syndromes","Not specified","Not specified","","","","","","",""
"573","A-112625-573","S-112625-573","O-112625-573","https://doi.org/10.1080/13697130801958709","Long-term follow-up of acupuncture and hormone therapy on hot flushes in women with breast cancer: a prospective, randomized, controlled multicenter trial","Not specified","Not specified","","","","","","",""
"1774","A-112625-1774","S-112625-1774","O-112625-1774","https://pubmed.ncbi.nlm.nih.gov/22966246.0/","Longitudinal Anti-Müllerian Hormone in Women with Polycystic Ovary Syndrome: An Acupuncture Randomized Clinical Trial","BL 23, BL 28, SP 6, SP 9, PC 6, TE 5, GV 20","BL 23, BL 28, SP 6, SP 9, PC 6, TE 5, GV 20","BL 23, BL 28, SP 6, SP 9, PC 6, TE 5, GV 20","","TARA:0992296, TARA:5318530, TARA:4385250, TARA:3553465, TARA:4311153, TARA:8393005, TARA:3386254","","","",""
"1740","A-112625-1740","S-112625-1740","O-112625-1740","https://doi.org/https://doi.org/10.1089/acm.2014.5017.abstra","Longitudinal Study of Well-Being, Burnout and Emotional Intelligence in Family Medicine Residents","GV 20, GB 20, GV 14","GV 20, GB 20, GV 14","GV 20, GB 20, GV 14","","TARA:3386254, TARA:2324295, TARA:8452754","","","",""
"276","A-112625-276","S-112625-276","O-112625-276","https://doi.org/10.1152/ajpregu.00197.2009","Low-frequency electroacupuncture and physical exercise decrease high muscle sympathetic nerve activity in polycystic ovary syndrome","CV 3, CV 6, ST 29, SP 6, SP 9, LI 4, PC 6","CV 3, CV 6, ST 29, SP 6, SP 9, LI 4, PC 6","CV 3, CV 6, ST 29, SP 6, SP 9, LI 4, PC 6","","TARA:0022762, TARA:8833337, TARA:5873796, TARA:4385250, TARA:3553465, TARA:0859695, TARA:4311153","","","",""
"318","A-112625-318","S-112625-318","O-112625-318","https://doi.org/10.1142/S0192415X10008111","Manage Migraine with Acupuncture: A Review of Acupuncture Protocols in Randomized Controlled Trials","GB 20, EX-HN 5, GB 5, GV 14, GV 20, ST 8, LR 3, CV 12, LU 7, SP 6","","","","","","","",""
"929","A-112625-929","S-112625-929","O-112625-929","https://doi.org/10.1111/jopr.12957","Management of gag reflex for patients undergoing dental treatment (Review)","P 6","","","","","","","",""
"291","A-112625-291","S-112625-291","O-112625-291","https://doi.org/10.1016/j.maturitas.2009.10.017","Managing hot flushes in men after prostate cancer-A systematic review","Not specified","Not specified","","","","","","",""
"725","A-112625-725","S-112625-725","O-112625-725","https://doi.org/10.1016/j.apmr.2004.11.044","Manual Acupuncture for Analgesia During Electromyography: A Pilot Study","LI 4, LR 3","LI 4, LR 3","LI 4, LR 3","","TARA:0859695, TARA:6499349","","","",""
"769","A-112625-769","S-112625-769","O-112625-769","https://doi.org/10.1136/acupmed-2016-011176","Manual acupuncture for myofascial pain syndrome: a systematic review and meta-analysis","GB 20, GB 21, LI 4, LR 3, MTrP, TE 14, SI 3, BL 40, GB 34","","","","","","","",""
"584","A-112625-584","S-112625-584","O-112625-584","https://doi.org/10.1089/acm.2007.0793","Manual Acupuncture Improved Quality of Life in Cancer Patients with Radiation-Induced Xerostomia","ST 6, LI 4, ST 36, SP 6","ST 6, LI 4, ST 36, SP 6","ST 6, LI 4, ST 36, SP 6","","TARA:7834226, TARA:0859695, TARA:6463344, TARA:4385250","","","",""
"1433","A-112625-1433","S-112625-1433","O-112625-1433","https://doi.org/10.1016/s0885-3924(00)00185-8","Manual Acupuncture Reduces Hyperemesis Gravidarum: A Placebo-Controlled, Randomized, Single-Blind, Crossover Study","PC 6","PC 6","PC 6","","TARA:4311153","","","",""
"651","A-112625-651","S-112625-651","O-112625-651","https://doi.org/10.1016/j.gtc.2017.08.015","Massage Acupuncture, Moxibustion, and Other Forms of Complementary and Alter native Medicine in Inflammatory Bowel Disease","Not specified","Not specified","","","","","","",""
"818","A-112625-818","S-112625-818","O-112625-818","https://doi.org/10.3109/00016489.2014.973533","Measurable impact of acupuncture on mucosal swelling of inferior turbinates: a prospective, randomized, controlled study","Ic 20, Ex 1, Ic 4","LI 4, LI 20, Yintang","LI 4, LI 20, Yintang","","TARA:0859695, TARA:6681003, TARA:3135569","","fixed","",""
"267","A-112625-267","S-112625-267","O-112625-267","uri not found","Mechanism study on acupuncture for non-insulin resistant polycystic ovary syndrome","EX B 3, SP 6","EX B 3, SP 6","Weiwanxiashu, SP 6","","TARA:4242691, TARA:4385250","","","",""
"648","A-112625-648","S-112625-648","O-112625-648","https://doi.org/10.3390/ijms18112270","Mechanisms of Acupuncture Therapy in Ischemic Stroke Rehabilitation: A Literature Review of Basic Studies","Baihui GV 20, Zusanli ST 36, Quchi LI 11, Shuigou GV 26, Dazhui GV 14, Hegu LI 4, Tanzhong CV 17, Zhongwan CV 12, Qihai CV 6, Xuehai SP 10, Fengfu GV 16, Shenting GV 24, Renzhong GV 26, Chengjiang CV 24, Chize LU 5, Sanyinjiao SP 6","","","","","","","",""
"819","A-112625-819","S-112625-819","O-112625-819","https://doi.org/10.1155/2015/975632","Mediators, Receptors, and Signalling Pathways in the Anti-Inflammatory and Antihyperalgesic Effects of Acupuncture","SP 9, ST 36, BL 60, GB 34, GV 26, SP 6, GB 30, SI 3, TE 8, LI 3, LI 6, GV 2, GV 6, BL 40","SP 9, ST 36, BL 60, GB 34, GV 26, SP 6, GB 30, SI 3, TE 8, LI 3, LI 6, GV 2, GV 6, BL 40","SP 9, ST 36, BL 60, GB 34, GV 26, SP 6, GB 30, SI 3, TE 8, LI 3, LI 6, GV 2, GV 6, BL 40","","TARA:3553465, TARA:6463344, TARA:5047947, TARA:8758950, TARA:0829128, TARA:4385250, TARA:9378285, TARA:0220496, TARA:1698911, TARA:7867167, TARA:9876402, TARA:2678362, TARA:5902217, TARA:5290080","","","",""
"1749","A-112625-1749","S-112625-1749","O-112625-1749","https://doi.org/10.1016/s0254-6272(12)60024-7","Meta analysis of the curative effect of acupuncture on post-stroke depression","Not specified","Not specified","","","","","","",""
"206","A-112625-206","S-112625-206","O-112625-206","https://doi.org/10.1186/1472-6882-13-311","Meta-analysis of acupuncture for relieving non-organic dyspeptic symptoms suggestive of diabetic gastroparesis","ST 36, LI 4, CV 12, PC 6, ST 25, BL 21, BL 20, LR 13, BL 23, LR 14, GB 25, CV 17, CV 13, CV 4, CV 10, CV 8, CV 6","ST 36, LI 4, CV 12, PC 6, ST 25, BL 21, BL 20, LR 13, BL 23, LR 14, GB 25, CV 17, CV 13, CV 4, CV 10, CV 8, CV 6","ST 36, LI 4, CV 12, PC 6, ST 25, BL 21, BL 20, LR 13, BL 23, LR 14, GB 25, CV 17, CV 13, CV 4, CV 10, CV 8, CV 6","","TARA:6463344, TARA:0859695, TARA:0434959, TARA:4311153, TARA:5717468, TARA:4839095, TARA:3283628, TARA:0794971, TARA:0992296, TARA:7479763, TARA:1882219, TARA:3472408, TARA:4525270, TARA:9921528, TARA:1822260, TARA:9392275, TARA:8833337","","","",""
"583","A-112625-583","S-112625-583","O-112625-583","https://doi.org/10.1177/1534735413510024","Meta-Analysis of Randomized Controlled Trials of Acupuncture for Cancer-Related Fatigue","Not specified","Not specified","","","","","","",""
"1772","A-112625-1772","S-112625-1772","O-112625-1772","https://doi.org/10.1089/acm.2010.0156","Meta-Analysis of Scalp Acupuncture for Acute Hypertensive Intracerebral Hemorrhage","Not specified","Not specified","","","","","","",""
"973","A-112625-973","S-112625-973","O-112625-973","https://doi.org/10.1177/0897190013489574","Methadone Maintenance Treatment Versus Methadone Maintenance Treatment Plus Auricular Acupuncture: Impacts on Patient Satisfaction and Coping Mechanism","shen men, sympathetic, kidney, liver, lung","shen men, sympathetic, kidney, liver, lung","HT 7","sympathetic, kidney, liver, lung","TARA:2442762","","","",""
"381","A-112625-381","S-112625-381","O-112625-381","https://doi.org/10.1088/0967-3334/28/10/N01","Microcirculatory characteristics of acupuncture points obtained by laser Doppler flowmetry","LI 4, BL 64, LI 5, LI 3, BL 65","LI 4, BL 64, LI 5, LI 3, BL 65","LI 4, BL 64, LI 5, LI 3, BL 65","","TARA:0859695, TARA:0471803, TARA:5677319, TARA:7867167, TARA:7430197","","","",""
"1287","A-112625-1287","S-112625-1287","O-112625-1287","uri not found","Migraine Treated by Acupuncture","RN 17, LI 4, LR 3, DU 24, GB 13, HT 7, EX HN 5, GB 20","RN 17, LI 4, LR 3, DU 24, GB 13, HT 7, EX HN 5, GB 20","CV 17, LI 4, LR 3, GV 24, GB 13, HT 7, Taiyang, GB 20","","TARA:3472408, TARA:0859695, TARA:6499349, TARA:7679931, TARA:4994509, TARA:2442762, TARA:9534465, TARA:2324295","","","",""
"295","A-112625-295","S-112625-295","O-112625-295","https://doi.org/10.2164/jandrol.111.013235","Minireview Acupuncture for Chronic Nonbacterial Prostatitis/Chronic Pelvic Pain Syndrome: A Systematic Review","CV 1, CV 2, CV 3, CV 4, CV 6, BL 22, BL 23, BL 28, BL 32, BL 34, BL 35, BL 54, ST 28, SP 6, SP 9, KI 3","","","","","","","",""
"700","A-112625-700","S-112625-700","O-112625-700","https://doi.org/10.1016/j.apmr.2004.11.047","Modulation of the Sleep State-Dependent P50 Midlatency Auditory-Evoked Potential by Electric Stimulation of Acupuncture Points","PC 6, HT 3, LR 3, GB 34, LI 11, SI 3","PC 6, HT 3, LR 3, GB 34, LI 11, SI 3","PC 6, HT 3, LR 3, GB 34, LI 11, SI 3","","TARA:4311153, TARA:2385378, TARA:6499349, TARA:8758950, TARA:8923096, TARA:0220496","","","",""
"1030","A-112625-1030","S-112625-1030","O-112625-1030","https://doi.org/10.1097/01.anes.0000290617.98058.d9","Monitoring of Neuromuscular Blockade at the P6 Acupuncture Point Reduces the Incidence of Postoperative Nausea and Vomiting","P 6","P 6","PC 6","","TARA:4311153","","","",""
"691","A-112625-691","S-112625-691","O-112625-691","https://doi.org/10.1016/j.maturitas.2017.03.314","Moxibustion for the treatment of osteoarthritis: An updated systematic review and meta-analysis","ST 35, EX-LE 4, Ashi points, SP 9, ST 36, EX-LE 2, GB 3, KI 3, GB 39, SP 10, GV 14, BL 23","","","","","","","",""
"1380","A-112625-1380","S-112625-1380","O-112625-1380","https://pubmed.ncbi.nlm.nih.gov/17710799.0/","Moxibustion in Combination with Psychological Approaches in 310 Cases","Not specified","Not specified","","","","","","",""
"308","A-112625-308","S-112625-308","O-112625-308","https://doi.org/10.1046/j.1468-2982.1990.1003131.x","Muscle tenderness in tension headache treated with acupuncture or physiotherapy","GB 20, GB 21, LI 4, GB 14, Tai Yang, Yin Tang","GB 20, GB 21, LI 4, GB 14, Tai Yang, Yin Tang","GB 20, GB 21, LI 4, GB 14, Taiyang, Yintang","","TARA:2324295, TARA:5389461, TARA:0859695, TARA:9987270, TARA:9534465, TARA:3135569","","","",""
"722","A-112625-722","S-112625-722","O-112625-722","https://doi.org/10.1016/j.math.2010.05.010","Myofascial trigger point needling for whiplash associated pain e A feasibility study","Not specified","Not specified","","","","","","",""
"1153","A-112625-1153","S-112625-1153","O-112625-1153","https://doi.org/10.1371/journal.pone.0000919","Naturopathic Care for Chronic Low Back Pain: A Randomized Trial","GV 3, GV 4, BL 23, BL 25, BL 40","GV 3, GV 4, BL 23, BL 25, BL 40","GV 3, GV 4, BL 23, BL 25, BL 40","","TARA:8807122, TARA:8557069, TARA:0992296, TARA:0906448, TARA:5290080","","","",""
"864","A-112625-864","S-112625-864","O-112625-864","https://doi.org/10.1002/art.24675","Naturopathic Treatment of Rotator Cuff Tendinitis Among Canadian Postal Workers: A Randomized Controlled Trial","LI 15, SJ 14, SI 19, SI 10, SI 11, SI 12, SI 13, BL 41, BL 42, BL 43, BL 44, BL 45, BL 46","LI 15, SJ 14, SI 19, SI 10, SI 11, SI 12, SI 13, BL 41, BL 42, BL 43, BL 44, BL 45, BL 46","LI 15, TE 14, SI 19, SI 10, SI 11, SI 12, SI 13, BL 41, BL 42, BL 43, BL 44, BL 45, BL 46","","TARA:7829474, TARA:5894876, TARA:1772472, TARA:0683404, TARA:4122792, TARA:5888779, TARA:9116386, TARA:7423288, TARA:1068174, TARA:5367032, TARA:7646636, TARA:8937265, TARA:0607588","","","",""
"523","A-112625-523","S-112625-523","O-112625-523","https://doi.org/10.1097/AJP.0b013e3181e375c9","Neck Pain Treatment With Acupuncture: Does the Number of Needles Matter?","SI 3, TE 5, BL 62, GB 20, GV 14","SI 3, TE 5, BL 62, GB 20, GV 14","SI 3, TE 5, BL 62, GB 20, GV 14","","TARA:0220496, TARA:8393005, TARA:1628341, TARA:2324295, TARA:8452754","","","",""
"1116","A-112625-1116","S-112625-1116","O-112625-1116","https://pubmed.ncbi.nlm.nih.gov/22588814.0/","Needle acupuncture for osteoarthritis of the knee A systematic review and updated meta analysis","Not specified","Not specified","","","","","","",""
"1083","A-112625-1083","S-112625-1083","O-112625-1083","https://doi.org/10.1016/j.apmr.2003.06.012","Needle Acupuncture in Chronic Poststroke Leg Spasticity","GB 34, GB 39, LR 3, LI 4, ST 36, LI 10, SP 6, LU 9, GV 20","GB 34, GB 39, LR 3, LI 4, ST 36, LI 10, SP 6, LU 9, GV 20","GB 34, GB 39, LR 3, LI 4, ST 36, LI 10, SP 6, LU 9, GV 20","","TARA:8758950, TARA:3770332, TARA:6499349, TARA:0859695, TARA:6463344, TARA:0742938, TARA:4385250, TARA:8122277, TARA:3386254","","","",""
"346","A-112625-346","S-112625-346","O-112625-346","https://doi.org/10.1046/j.1468-2982.2001.00198.x","Needle acupuncture in tension-type headache: a randomized, placebo-controlled study","GB 20, LI 4, LR 3, GB 8, GB 14, GB 21, GB 41, UB 2, UB 10, UB 60, LU 7, TW 5, ST 8, ST 36, ST 44, DU 20, Extra 1","GB 20, LI 4, LR 3, GB 8, GB 14, GB 21, GB 41, UB 2, UB 10, UB 60, LU 7, TW 5, ST 8, ST 36, ST 44, DU 20, Yintang","GB 20, LI 4, LR 3, GB 8, GB 14, GB 21, GB 41, BL 2, BL 10, BL 60, LU 7, TE 5, ST 8, ST 36, ST 44, GV 20, Yintang","","TARA:2324295, TARA:0859695, TARA:6499349, TARA:5363236, TARA:9987270, TARA:5389461, TARA:3668538, TARA:8104948, TARA:0242146, TARA:5047947, TARA:3515622, TARA:8393005, TARA:9946635, TARA:6463344, TARA:8440155, TARA:3386254, TARA:3135569","","done","",""
"50","A-112625-50","S-112625-50","O-112625-50","https://doi.org/10.3892/etm.2014.1516","Needle-knife therapy improves the clinical symptoms of knee osteoarthritis by inhibiting the expression of inflammatory cytokines","Neixiyan, Waixiyan, Xuanzhong, Xuehai, Dubi, Taixi","Neixiyan, Waixiyan, Xuanzhong, Xuehai, Dubi, Taixi","Medial Xiyan, GB 39, SP 10, ST 35, KI 3","Waixiyan","TARA:8759132, TARA:3770332, TARA:8433932, TARA:2454652, TARA:4362146","","","",""
"1175","A-112625-1175","S-112625-1175","O-112625-1175","https://pubmed.ncbi.nlm.nih.gov/16447669.0/","Needling Neiguan (P6) for Treatment of Low Pulse Pressure Syndrome —A Report of 31 Cases","P 6","P 6","PC 6","","TARA:4311153","","","",""
"460","A-112625-460","S-112625-460","O-112625-460","https://doi.org/10.1142/S0192415X04002363","Needling of the Extra 1 Point Decreases BIS Values and Preoperative Anxiety","EX-HN 3","yintang","Yintang","","TARA:3135569","","fixed","",""
"1545","A-112625-1545","S-112625-1545","O-112625-1545","uri not found","Needling Paravertebral Points in Treatment of Post-Stroke Thalamic Pain","Huatuo Jiaji points","Huatuo Jiaji points","","Huatuo Jiaji points","","","","",""
"727","A-112625-727","S-112625-727","O-112625-727","https://doi.org/10.1053/apmr.2001.24023","Needling Therapies in the Management of Myofascial Trigger Point Pain: A Systematic Review","Not specified","Not specified","","","","","","",""
"1571","A-112625-1571","S-112625-1571","O-112625-1571","uri not found","Neiguan, the P6 anti-emetic acupuncture point: effect on nalbuphine emetic sequelae","Not specified","Not specified","","","","","","",""
"952","A-112625-952","S-112625-952","O-112625-952","https://doi.org/10.1007/s00213-013-3015-y","Neural substrates of acupuncture in the modulation of cravings induced by smoking-related visual cues: an FMRI study","HT 7","HT 7","HT 7","","TARA:2442762","","","",""
"707","A-112625-707","S-112625-707","O-112625-707","https://doi.org/10.1006/nimg.2002.1145","Neuronal Specificity of Acupuncture Response: A fMRI Study with Electroacupuncture","GB 34, GB 37, GB 43","GB 34, GB 37, GB 43","GB 34, GB 37, GB 43","","TARA:8758950, TARA:6320058, TARA:8885103","","","",""
"840","A-112625-840","S-112625-840","O-112625-840","https://doi.org/10.1136/aim.20.2-3.66","No Effect Of Chinese Acupuncture On Isocapnic Hyperventilation With Cold Air In Asthmatics, Measured With Impulse Oscillometry","LU 5, LU 6, LU 7, PC 6, CV 17, BL 13, Dingchuan, GV 20, ST 36, ST 40, KI 3","LU 5, LU 6, LU 7, PC 6, CV 17, BL 13, Dingchuan, GV 20, ST 36, ST 40, KI 3","LU 5, LU 6, LU 7, PC 6, CV 17, BL 13, Dingchuan, GV 20, ST 36, ST 40, KI 3","","TARA:1357729, TARA:3496812, TARA:3515622, TARA:4311153, TARA:3472408, TARA:6050541, TARA:8009041, TARA:3386254, TARA:6463344, TARA:9531666, TARA:4362146","","","",""
"1766","A-112625-1766","S-112625-1766","O-112625-1766","https://doi.org/10.1016/j.ctim.2010.12.002","Non penetrating sham needle, is it an adequate sham control in acupuncture research? ଝ","LI 4, CV 12, ST 36","LI 4, CV 12, ST 36","LI 4, CV 12, ST 36","","TARA:0859695, TARA:0434959, TARA:6463344","","","",""
"1291","A-112625-1291","S-112625-1291","O-112625-1291","https://doi.org/10.1007/s100720300062","Non-pharmacological approaches to chronic headaches: transcutaneous
electrical nerve stimulation, lasertherapy and acupuncture in
transformed migraine treatment","LR 3, SP 6, LI 4, GB 20, GV 20, EX-HN 5, GB 14, BL 10, GB 21, ST 36, CV 12, HT 7","LR 3, SP 6, LI 4, GB 20, GV 20, EX-HN 5, GB 14, BL 10, GB 21, ST 36, CV 12, HT 7","LR 3, SP 6, LI 4, GB 20, GV 20, Taiyang, GB 14, BL 10, GB 21, ST 36, CV 12, HT 7","","TARA:6499349, TARA:4385250, TARA:0859695, TARA:2324295, TARA:3386254, TARA:9534465, TARA:9987270, TARA:0242146, TARA:5389461, TARA:6463344, TARA:0434959, TARA:2442762","","","",""
"60","A-112625-60","S-112625-60","O-112625-60","https://doi.org/10.1054/ctim.2001.0442","Non-specific effects of traditional Chinese acupuncture in osteoarthritis of the hip","GB 30, GB 31, BL 37, ST 40, BL 54, GB 34, Ah-Shi-points","GB 30, GB 31, BL 37, ST 40, BL 54, GB 34, Ah-Shi-points","GB 30, GB 31, BL 37, ST 40, BL 54, GB 34","Ah-Shi-points","TARA:9378285, TARA:5264783, TARA:2678584, TARA:9531666, TARA:0488267, TARA:8758950","","","",""
"995","A-112625-995","S-112625-995","O-112625-995","https://doi.org/10.1016/j.ajog.2016.01.156","Nonantimuscarinic treatment for overactive bladder: a systematic review","Not specified","Not specified","","","","","","",""
"92","A-112625-92","S-112625-92","O-112625-92","https://doi.org/10.7326/M16-2459","Nonpharmacologic Therapies for Low Back Pain: A Systematic Review for an American College of Physicians Clinical Practice Guideline","Not specified","Not specified","","","","","","",""
"735","A-112625-735","S-112625-735","O-112625-735","https://doi.org/10.1155/2013/219817","Objectifying Acupuncture Effects by Lung Function and Numeric Rating Scale in Patients Undergoing Heart Surgery","LI 4, GV 20, EX 1, BL 60, GB 8, SI 6, ST 8, SP 10, ST 34, ST 44, PC 6, LR 2, KI 3","LI 4, GV 20, Yintang, BL 60, GB 8, SI 6, ST 8, SP 10, ST 34, ST 44, PC 6, LR 2, KI 3","LI 4, GV 20, Yintang, BL 60, GB 8, SI 6, ST 8, SP 10, ST 34, ST 44, PC 6, LR 2, KI 3","","TARA:0859695, TARA:3386254, TARA:3135569, TARA:5047947, TARA:5363236, TARA:4125415, TARA:9946635, TARA:8433932, TARA:8773594, TARA:8440155, TARA:4311153, TARA:6862058, TARA:4362146","","fixed","",""
"1389","A-112625-1389","S-112625-1389","O-112625-1389","uri not found","Observation and Mechanism Exploration of Acupuncture on Body Weight Reduction","Not specified","Not specified","","","","","","",""
"1392","A-112625-1392","S-112625-1392","O-112625-1392","https://doi.org/10.1142/S0192415X09007466","Observation of Sympathomimetic Effect of Ear Acupuncture Stimulation for Body Weight Reduction","Hunger, Stomach, Lung, Sanjiao, Eye, Frontalis, Clavicle, Finger, Shenmen","Hunger, Stomach, Lung, Sanjiao, Eye, Frontalis, Clavicle, Finger","","Hunger, Stomach, Lung, Sanjiao, Eye, Frontalis, Clavicle, Finger","","","shenmen removed because not used in paper","",""
"1243","A-112625-1243","S-112625-1243","O-112625-1243","https://pubmed.ncbi.nlm.nih.gov/10681867.0/","Observation of the efficacy of acupuncture and moxibustion in 62 cases of chronic colitis","St 25, Ren 4","St 25, Ren 4","ST 25, CV 4","","TARA:5717468, TARA:9921528","","","",""
"1249","A-112625-1249","S-112625-1249","O-112625-1249","uri not found","Observation of the Therapeutic Effect of Acupuncture on 58 Cases of Functional Dyspepsia","ST 36, RN 12, PC 6, ST 25, ST 34, ST 37, ST 39","ST 36, RN 12, PC 6, ST 25, ST 34, ST 37, ST 39","ST 36, CV 12, PC 6, ST 25, ST 34, ST 37, ST 39","","TARA:6463344, TARA:0434959, TARA:4311153, TARA:5717468, TARA:8773594, TARA:5918799, TARA:6728804","","","",""
"1745","A-112625-1745","S-112625-1745","O-112625-1745","https://doi.org/10.1007/s11726-011-0468-6","Observation of Therapeutic Effects of Needle Warming Moxibustion for Chronic Diarrhea 温针灸治疗慢性腹泻疗效观察","ST 36, ST 25","ST 36, ST 25","ST 36, ST 25","","TARA:6463344, TARA:5717468","","","",""
"1565","A-112625-1565","S-112625-1565","O-112625-1565","https://pubmed.ncbi.nlm.nih.gov/14719302.0/","Observation on Acupuncture Treatment of Ischemic Apoplexy by Nourishing the Kidney and Regulating the Du Channel","BL 23, GV 16, GV 8, KI 3, GV 4, GV 14, TE 5, LI 4, ST 40, GB 37, LI 15, LI 11, LI 10, GB 30, GB 34, ST 36, ST 41, BL 60","BL 23, GV 16, GV 8, KI 3, GV 4, GV 14, TE 5, LI 4, ST 40, GB 37, LI 15, LI 11, LI 10, GB 30, GB 34, ST 36, ST 41, BL 60","BL 23, GV 16, GV 8, KI 3, GV 4, GV 14, TE 5, LI 4, ST 40, GB 37, LI 15, LI 11, LI 10, GB 30, GB 34, ST 36, ST 41, BL 60","","TARA:0992296, TARA:3361967, TARA:8093645, TARA:4362146, TARA:8557069, TARA:8452754, TARA:8393005, TARA:0859695, TARA:9531666, TARA:6320058, TARA:7829474, TARA:8923096, TARA:0742938, TARA:9378285, TARA:8758950, TARA:6463344, TARA:6019290, TARA:5047947","","","",""
"517","A-112625-517","S-112625-517","O-112625-517","https://doi.org/10.1007/s11726-011-0541-1","Observation on Efficacy of Acupuncture for Hyperplasia of Mammary Glands","Not specified","Not specified","","","","","","",""
"1475","A-112625-1475","S-112625-1475","O-112625-1475","https://doi.org/10.1007/s11726-011-0498-0","Observation on the Effect of Cutaneous Acupuncture for Erysipelas with Hard Swollen Skin","Not specified","Not specified","","","","","","",""
