"Paper_ID","TARA-KB:Article_ID","TARA-KB:Study_ID","TARA-KB:OCSI_Set_ID","Artcle-URI","Article-Title","Acupoints-Extracted","Acupoints-Normalized","Acupoints-Mapped","Acupoints-Unmappable","Acupoints_TARA_IDs","Comment for internal use (CORE)","Comment from TEAM-Core","Comment",""
"612","A-112625-612","S-112625-612","O-112625-612","https://doi.org/10.1002/14651858.CD005062.pub4","[Intervention Review] Acupuncture for epilepsy","Not specified","Not specified","","","","","","",""
"931","A-112625-931","S-112625-931","O-112625-931","https://doi.org/10.1002/14651858.CD008400.pub3","[Intervention Review] Acupuncture for mumps in children","Not specified","Not specified","","","","","","",""
"447","A-112625-447","S-112625-447","O-112625-447","https://doi.org/10.1016/j.jpsychires.2013.02.004","A 6-week randomized controlled trial with 4-week follow-up of acupuncture combined with paroxetine in patients with major depressive disorder","GV 20, EX-HN 3, GV 16, GV 14, GB 20, PC 6, SP 6","GV 20, EX-HN 3, GV 16, GV 14, GB 20, PC 6, SP 6","GV 20, Yintang, GV 16, GV 14, GB 20, PC 6, SP 6","","TARA:3386254, TARA:3135569, TARA:3361967, TARA:8452754, TARA:2324295, TARA:4311153, TARA:4385250","","","",""
"84","A-112625-84","S-112625-84","O-112625-84","https://doi.org/10.1136/aim.26.2.69","A blinded randomised trial of acupuncture (manual and electroacupuncture) compared with a non-penetrating sham for the symptoms of osteoarthritis of the knee","LI 4, SP 10, Xiyan, SP 9, GB 34, ST 36, LIV 3, BL 40, BL 57","LI 4, SP 10, Xiyan, SP 9, GB 34, ST 36, LIV 3, BL 40, BL 57","LI 4, SP 10, Xiyan, SP 9, GB 34, ST 36, LR 3, BL 40, BL 57","","TARA:0859695, TARA:8433932, TARA:0926802, TARA:3553465, TARA:8758950, TARA:6463344, TARA:6499349, TARA:5290080, TARA:4589241","","","",""
"1020","A-112625-1020","S-112625-1020","O-112625-1020","https://pubmed.ncbi.nlm.nih.gov/21543008.0/","A case of aggravation of hemolytic anemia, elevated liver enzymes and low platelet count syndrome after delivery","Not specified","Not specified","","","","","","",""
"1189","A-112625-1189","S-112625-1189","O-112625-1189","https://pubmed.ncbi.nlm.nih.gov/10437262.0/","A clinical observation on coronary heart disease treated by otopuncture at heart otopoint","Not specified","Not specified","","","","","","",""
"1489","A-112625-1489","S-112625-1489","O-112625-1489","uri not found","A Clinical Observation on Treating Chronic Insomnia by the Combination of Acupuncture and Craniosacral Therapy","DU 20, GB 20, PC 6, SP 6, KI 3, BL 20, BL 15, ST 36, DU 24, RN 6","DU 20, GB 20, PC 6, SP 6, KI 3, BL 20, BL 15, ST 36, DU 24, RN 6","GV 20, GB 20, PC 6, SP 6, KI 3, BL 20, BL 15, ST 36, GV 24, CV 6","","TARA:3386254, TARA:2324295, TARA:4311153, TARA:4385250, TARA:4362146, TARA:3283628, TARA:5797983, TARA:6463344, TARA:7679931, TARA:8833337","","","",""
"1114","A-112625-1114","S-112625-1114","O-112625-1114","https://doi.org/10.1134/S1047197911010054","A Clinical Observation on Treating Periarthritis of the Shoulder by Needling at Yinlingquan (SP9) Combined with Manipulation","SP 9, S 19, GB 21, SI 11, S 112, ST 12, GB 20, GB 34, ST 38, BL 57","SP 9, SI 9, GB 21, SI 11, SI 12, ST 12, GB 20, GB 34, ST 38, BL 57","SP 9, SI 9, GB 21, SI 11, SI 12, ST 12, GB 20, GB 34, ST 38, BL 57","","TARA:3553465, TARA:2187225, TARA:5389461, TARA:4122792, TARA:5888779, TARA:2031703, TARA:2324295, TARA:8758950, TARA:3182190, TARA:4589241","","fixed","",""
"1587","A-112625-1587","S-112625-1587","O-112625-1587","https://acutrials.ocom.edu/s/acutrials/item/8960","A Clinical Observation on Treating Urinary Retention Following Cervical Carcinoma Radical Operation by Acupuncture of ""Warming Waterways""","Not specified","Not specified","","","","","","",""
"1635","A-112625-1635","S-112625-1635","O-112625-1635","https://doi.org/10.1016/S2005-2901(11)60005-8","A Clinical Pilot Study Comparing Traditional Acupuncture to Combined Acupuncture for Treating Headache, Trigeminal Neuralgia and Retro-auricular Pain in Facial Palsy","GB 8, GB 14, GB 20, TaiYang, TW 5, GB 41, ST 8, YinTang, GV 23, LI 4, ST 44, BL 2, BL 10, BL 60, GV 14, GV 16, SI 3, LU 7, GV 20, Sishencong, LR 3, PC 6, LR 2, GB 38, ST 40, CV 12, BL 20, SP 3, SP 9, ST 36, SP 6, CV 6, SP 10, LR 8, CV 14, CV 4, KI 7, KI 3, BL 23, GB 21, PC 6, GB 34, ST 41, SI 5, ST 43, GB 41, ST 45, LI 1, LI 11, SI 5, LI 5, HT 8, LU 10, SP 2, LR 1, HT 9, KI 19, HT 3, GB 43, GB 44, KI 10, LR 8, LU 8, LR 4","GB 8, GB 14, GB 20, TaiYang, TW 5, GB 41, ST 8, YinTang, GV 23, LI 4, ST 44, BL 2, BL 10, BL 60, GV 14, GV 16, SI 3, LU 7, GV 20, Sishencong, LR 3, PC 6, LR 2, GB 38, ST 40, CV 12, BL 20, SP 3, SP 9, ST 36, SP 6, CV 6, SP 10, LR 8, CV 14, CV 4, KI 7, KI 3, BL 23, GB 21, PC 6, GB 34, ST 41, SI 5, ST 43, GB 41, ST 45, LI 1, LI 11, SI 5, LI 5, HT 8, LU 10, SP 2, LR 1, HT 9, KI 19, HT 3, GB 43, GB 44, KI 10, LR 8, LU 8, LR 4","GB 8, GB 14, GB 20, Taiyang, TE 5, GB 41, ST 8, Yintang, GV 23, LI 4, ST 44, BL 2, BL 10, BL 60, GV 14, GV 16, SI 3, LU 7, GV 20, Sishencong, LR 3, PC 6, LR 2, GB 38, ST 40, CV 12, BL 20, SP 3, SP 9, ST 36, SP 6, CV 6, SP 10, LR 8, CV 14, CV 4, KI 7, KI 3, BL 23, GB 21, PC 6, GB 34, ST 41, SI 5, ST 43, GB 41, ST 45, LI 1, LI 11, SI 5, LI 5, HT 8, LU 10, SP 2, LR 1, HT 9, KI 19, HT 3, GB 43, GB 44, KI 10, LR 8, LU 8, LR 4","","TARA:5363236, TARA:9987270, TARA:2324295, TARA:9534465, TARA:8393005, TARA:3668538, TARA:9946635, TARA:3135569, TARA:7690229, TARA:0859695, TARA:8440155, TARA:8104948, TARA:0242146, TARA:5047947, TARA:8452754, TARA:3361967, TARA:0220496, TARA:3515622, TARA:3386254, TARA:9610280, TARA:6499349, TARA:4311153, TARA:6862058, TARA:9968219, TARA:9531666, TARA:0434959, TARA:3283628, TARA:3003448, TARA:3553465, TARA:6463344, TARA:4385250, TARA:8833337, TARA:8433932, TARA:1074531, TARA:4823591, TARA:9921528, TARA:9881298, TARA:4362146, TARA:0992296, TARA:5389461, TARA:4311153, TARA:8758950, TARA:6019290, TARA:0669306, TARA:7661549, TARA:3668538, TARA:2260472, TARA:6314936, TARA:8923096, TARA:0669306, TARA:5677319, TARA:6707910, TARA:2459635, TARA:6894093, TARA:2131658, TARA:8651539, TARA:5435505, TARA:2385378, TARA:8885103, TARA:6845331, TARA:8716769, TARA:1074531, TARA:6531052, TARA:4325595","","","",""
"1234","A-112625-1234","S-112625-1234","O-112625-1234","https://doi.org/10.1142/S0192415X0600376X","A Clinical Study of Acupuncture and SSP (Silver Spike Point) Electro-th erapy for Dry Eye Syndrome","EX-HN, SJ 23, G 14, S 2, S 6","EX-HN, SJ 23, G 14, S 2, S 6","TE 23, GB 14, ST 2, ST 6","EX-HN","TARA:6752232, TARA:9987270, TARA:6392753, TARA:7834226","","","",""
"1099","A-112625-1099","S-112625-1099","O-112625-1099","https://doi.org/10.1142/S0192415X97000044","A Clinical Study on Physiological Response in Electroacupuncture Analgesia and Meperidine Analgesia for Colonoscopy","ST 36, ST 37, EP 11","ST 36, ST 37, EP 11","ST 36, ST 37","EP 11","TARA:6463344, TARA:5918799","","","",""
"1334","A-112625-1334","S-112625-1334","O-112625-1334","uri not found","A clinical study on the therapeutic effect of abdominal acupuncture in treating radicular cervical spondylosis","CV 8, Zhongwan","CV 8, Zhongwan","CV 8, CV 12","","TARA:9392275, TARA:0434959","","","",""
"1634","A-112625-1634","S-112625-1634","O-112625-1634","https://doi.org/10.1016/j.jep.2013.04.045","A clinical trial of acupuncture about time-varying treatment and points selection in primary dysmenorrhea","SP 6, SP 8, BL 32, EX-B 8","SP 6, SP 8, BL 32, EX-B 8","SP 6, SP 8, BL 32, Shiqizhui","","TARA:4385250, TARA:6848518, TARA:6742407, TARA:9907701","","","",""
"1241","A-112625-1241","S-112625-1241","O-112625-1241","uri not found","A Comparative Study Between Simple Bo's Abdominal Acupuncture and its Combination with Radiation by Electromagnetic Wave in Treating Chronic Gastritis","RN 12, RN 10, RN 6, RN 4, ST 25","RN 12, RN 10, RN 6, RN 4, ST 25","CV 12, CV 10, CV 6, CV 4, ST 25","","TARA:0434959, TARA:1822260, TARA:8833337, TARA:9921528, TARA:5717468","","","",""
"1119","A-112625-1119","S-112625-1119","O-112625-1119","https://doi.org/10.1142/S0192415X91000156","A Comparative Study of Diazepam and Acupuncture in Patients with Osteoarthritis Pain: A Placebo Controlled Study","LI 3, DU 14, DU 16, DU 20, GB 20","LI 3, DU 14, DU 16, DU 20, GB 20","LI 3, GV 14, GV 16, GV 20, GB 20","","TARA:7867167, TARA:8452754, TARA:3361967, TARA:3386254, TARA:2324295","","","",""
"1416","A-112625-1416","S-112625-1416","O-112625-1416","https://doi.org/10.1142/S0192415X84000088","A Comparative Study of the Pain Alleviating Effect of Vibratory Stimulation, Transcutaneous Electrical Nerve Stimulation, Electroacupuncture and Placebo","Not specified","Not specified","","","","","","",""
"655","A-112625-655","S-112625-655","O-112625-655","https://doi.org/10.1186/s12906-018-2087-y","A comparative study of three conservative treatments in patients with lumbar spinal stenosis: lumbar spinal stenosis with acupuncture and physical therapy study (LAP study)","BL 23, BL 25, BL 53, BL 54, BL 40, GB 34, BL 57","BL 23, BL 25, BL 53, BL 54, BL 40, GB 34, BL 57","BL 23, BL 25, BL 53, BL 54, BL 40, GB 34, BL 57","","TARA:0992296, TARA:0906448, TARA:8423766, TARA:0488267, TARA:5290080, TARA:8758950, TARA:4589241","","","",""
"1633","A-112625-1633","S-112625-1633","O-112625-1633","https://doi.org/10.1007/BF02836497","A Comparative Study on the Acupoints of Specialty of Baihui, Shuigou and Shenmen in Treating Vascular Dementia*","LI 15, LI 11, SJ 5, LI 4, SP 10, ST 36, SP 6, LR 3, DU 20, DU 26, HT 7","LI 15, LI 11, SJ 5, LI 4, SP 10, ST 36, SP 6, LR 3, DU 20, DU 26, HT 7","LI 15, LI 11, TE 5, LI 4, SP 10, ST 36, SP 6, LR 3, GV 20, GV 26, HT 7","","TARA:7829474, TARA:8923096, TARA:8393005, TARA:0859695, TARA:8433932, TARA:6463344, TARA:4385250, TARA:6499349, TARA:3386254, TARA:0829128, TARA:2442762","","","",""
"209","A-112625-209","S-112625-209","O-112625-209","https://doi.org/10.1186/s12906-017-1589-3","A comparative study on the effects of systemic manual acupuncture, periauricular electroacupuncture, and digital electroacupuncture to treat tinnitus: A randomized, paralleled, open-labeled exploratory trial","TE 17, TE 21, SI 19, GB 2, GB 8, ST 36, ST 37, TE 3, TE 9","TE 17, TE 21, SI 19, GB 2, GB 8, ST 36, ST 37, TE 3, TE 9","TE 17, TE 21, SI 19, GB 2, GB 8, ST 36, ST 37, TE 3, TE 9","","TARA:6615149, TARA:3361879, TARA:1772472, TARA:2849795, TARA:5363236, TARA:6463344, TARA:5918799, TARA:5356503, TARA:5590422","","","",""
"1281","A-112625-1281","S-112625-1281","O-112625-1281","https://pubmed.ncbi.nlm.nih.gov/10513096.0/","A Comparative Study on the Treatment of Migraine Headache With Combined Distant and Local Acupuncture Points Versus Conventional Drug Therapy","K 3, GV 20, ST 36, M HN 9, Taichong","K 3, GV 20, ST 36, M HN 9, Taichong","KI 3, GV 20, ST 36, Taiyang, LR 3","","TARA:4362146, TARA:3386254, TARA:6463344, TARA:9534465, TARA:6499349","","","",""
"1579","A-112625-1579","S-112625-1579","O-112625-1579","uri not found","A Comparative Study on the Treatment of Upper Urinary Tract Calculus with an Improved Acupuncture Protocol","BL 51, BL 52, BL 39, L1 Jiaji, L2 Jiaji, BL 23, BL 22, GB 25, ST 25, CV 6, BL 32, BL 28, CV 3, ST 28, SP 6","BL 51, BL 52, BL 39, L1 Jiaji, L2 Jiaji, BL 23, BL 22, GB 25, ST 25, CV 6, BL 32, BL 28, CV 3, ST 28, SP 6","BL 51, BL 52, BL 39, BL 23, BL 22, GB 25, ST 25, CV 6, BL 32, BL 28, CV 3, ST 28, SP 6","L1 Jiaji, L2 Jiaji","TARA:4667633, TARA:7228895, TARA:2186848, TARA:0992296, TARA:3963382, TARA:1882219, TARA:5717468, TARA:8833337, TARA:6742407, TARA:5318530, TARA:0022762, TARA:5017471, TARA:4385250","find paper","","",""
"1162","A-112625-1162","S-112625-1162","O-112625-1162","uri not found","A Comparative Study on Treating Lumbar Intervertebral Disc Herniation with Electroacupuncture to the Jiaji (EX-B2) Points and Routine Acupuncture","EX B2, BL 23, BL 25, GB 30, BL 40, GB 34, BL 7, BL 60, DU 4, KI 3","EX B2, BL 23, BL 25, GB 30, BL 40, GB 34, BL 7, BL 60, DU 4, KI 3","Huatuojiaji, BL 23, BL 25, GB 30, BL 40, GB 34, BL 7, BL 60, GV 4, KI 3","","TARA:3734471, TARA:0992296, TARA:0906448, TARA:9378285, TARA:5290080, TARA:8758950, TARA:9927492, TARA:5047947, TARA:8557069, TARA:4362146","","","",""
"139","A-112625-139","S-112625-139","O-112625-139","https://doi.org/10.3727/036012910803860940","A Comparison Between Pulsed Radiofrequency and Electro-acupuncture for Relieving Pain in Patients with Chronic Low Back Pain","BL 23, BL 25, BL 40, SP 6","BL 23, BL 25, BL 40, SP 6","BL 23, BL 25, BL 40, SP 6","","TARA:0992296, TARA:0906448, TARA:5290080, TARA:4385250","","","",""
"1199","A-112625-1199","S-112625-1199","O-112625-1199","https://doi.org/10.1080/13697130410001713814","A comparison of acupuncture and oral estradiol treatment of vasomotor symptoms in postmenopa usal women","BL 15, BL 23, BL 32, HT 7, SP 6, SP 9, LR 3, PC 6, GV 20","BL 15, BL 23, BL 32, HT 7, SP 6, SP 9, LR 3, PC 6, GV 20","BL 15, BL 23, BL 32, HT 7, SP 6, SP 9, LR 3, PC 6, GV 20","","TARA:5797983, TARA:0992296, TARA:6742407, TARA:2442762, TARA:4385250, TARA:3553465, TARA:6499349, TARA:4311153, TARA:3386254","","","",""
"1131","A-112625-1131","S-112625-1131","O-112625-1131","https://doi.org/10.1136/aim.19.1.19","A Comparison of Acupuncture with Advice and Exercises on the Symptomatic Treatment of Osteoarthritis of the Hip -A Randomised Controlled Trial","Not specified","Not specified","","","","","","",""
"1340","A-112625-1340","S-112625-1340","O-112625-1340","https://doi.org/10.1093/rheumatology/25.3.271","A controlled study of acupuncture in neck pain","GB 20, GB 21, DU 4","GB 20, GB 21, DU 4","GB 20, GB 21, GV 4","","TARA:2324295, TARA:5389461, TARA:8557069","","","",""
"1263","A-112625-1263","S-112625-1263","O-112625-1263","https://pubmed.ncbi.nlm.nih.gov/17313008.0/","A Controlled Study on Endometriosis Treated by Acupuncture with Shu Mu Point Combination","LI 4, CV 3, CV 4, SP 6","LI 4, CV 3, CV 4, SP 6","LI 4, CV 3, CV 4, SP 6","","TARA:0859695, TARA:0022762, TARA:9921528, TARA:4385250","","","",""
"465","A-112625-465","S-112625-465","O-112625-465","https://pubmed.ncbi.nlm.nih.gov/17955648.0/","A Controlled Study on Treatment of Mental Depression by Acupuncture plus TCM Medication","GV 20, GV 24, EX HN 3, GV 26, Anmian, CV 17, PC 6, PC 7, HT 7, LR 3","GV 20, GV 24, EX HN 3, GV 26, Anmian, CV 17, PC 6, PC 7, HT 7, LR 3","GV 20, GV 24, Yintang, GV 26, Anmian, CV 17, PC 6, PC 7, HT 7, LR 3","","TARA:3386254, TARA:7679931, TARA:3135569, TARA:0829128, TARA:3480360, TARA:3472408, TARA:4311153, TARA:9020892, TARA:2442762, TARA:6499349","","","",""
"1481","A-112625-1481","S-112625-1481","O-112625-1481","https://doi.org/10.2340/0001555577154156","A Controlled Trial of Acupuncture in Psoriasis: No Convincing Effect","Not specified","Not specified","","","","","","",""
"1226","A-112625-1226","S-112625-1226","O-112625-1226","https://doi.org/10.1017/s0022215100148091","A controlled trial of acupuncture in tinnitus","Not specified","Not specified","","","","","","",""
"358","A-112625-358","S-112625-358","O-112625-358","https://doi.org/10.1016/j.jpain.2004.12.009","A Controlled Trial of Placebo Versus Real Acupuncture","LI 4","LI 4","LI 4","","TARA:0859695","","","",""
"839","A-112625-839","S-112625-839","O-112625-839","https://doi.org/10.1016/0091-6749(85)90760-2","A controlled trial of real and simulated acupuncture in the management of chronic asthma","LI 4, GV 14, ST 36, LU 7","LI 4, GV 14, ST 36, LU 7","LI 4, GV 14, ST 36, LU 7","","TARA:0859695, TARA:8452754, TARA:6463344, TARA:3515622","","","",""
"1409","A-112625-1409","S-112625-1409","O-112625-1409","https://pubmed.ncbi.nlm.nih.gov/671428.0/","A Controlled Trial of the Theory of Acupuncture in Musculoskeletal Pain","Not specified","Not specified","","","","","","",""
"1290","A-112625-1290","S-112625-1290","O-112625-1290","https://doi.org/10.1097/00002508-198912000-00006","A Controlled Trial of the Treatment of Migraine by Acupuncture","Not specified","Not specified","","","","","","",""
"526","A-112625-526","S-112625-526","O-112625-526","https://doi.org/10.1142/S0192415X02000028","A Controlled Trial on Acupuncture for Chronic Neck Pain","GB 20, GB 21, SI 12, SI 13, GO 14, LI 10, TB 5, LI 11, TB 8","GB 20, GB 21, SI 12, SI 13, GO 14, LI 10, TB 5, LI 11, TB 8","GB 20, GB 21, SI 12, SI 13, LI 10, TE 5, LI 11, TE 8","GO 14","TARA:2324295, TARA:5389461, TARA:5888779, TARA:9116386, TARA:0742938, TARA:8393005, TARA:8923096, TARA:1698911","find paper","","",""
"720","A-112625-720","S-112625-720","O-112625-720","https://doi.org/10.1016/j.jbmt.2020.04.001","A critical overview of the current myofascial pain literature","Not specified","Not specified","","","","","","",""
"841","A-112625-841","S-112625-841","O-112625-841","https://doi.org/10.1542/peds.2004-0744","A Double-Blind, Randomized, Placebo-Controlled Trial of Acupuncture for the Treatment of Childhood Persistent Allergic Rhinitis","EX-HN 3, EX-NH 8, ST 36","EX-HN 3, EX-NH 8, ST 36","Yintang, ST 36","EX-NH 8","TARA:3135569, TARA:6463344","","","",""
"567","A-112625-567","S-112625-567","O-112625-567","https://doi.org/10.1007/s10549-013-2427-z","A dual-center randomized controlled double blind trial assessing the effect of acupuncture in reducing musculoskeletal symptoms in breast cancer patients taking aromatase inhibitors","CV 4, CV 6, CV 12, LI 4, MH 6, GB 34, ST 36, KI 3, BL 65","CV 4, CV 6, CV 12, LI 4, GB 34, ST 36, KI 3, BL 65","CV 4, CV 6, CV 12, LI 4, GB 34, ST 36, KI 3, BL 65","","TARA:9921528, TARA:8833337, TARA:0434959, TARA:0859695, TARA:8758950, TARA:6463344, TARA:4362146, TARA:7430197","","removed","",""
"565","A-112625-565","S-112625-565","O-112625-565","https://doi.org/10.1136/acupmed-2014-010593","A feasibility study to examine the role of acupuncture to reduce symptoms of lymphoedema after breast cancer: a randomised controlled trial","CV 12, CV 3, CV 2, LI 15, TE 4, LU 5, LI 4, ST 36, SP 9, SP 6","CV 12, CV 3, CV 2, LI 15, TE 4, LU 5, LI 4, ST 36, SP 9, SP 6","CV 12, CV 3, CV 2, LI 15, TE 4, LU 5, LI 4, ST 36, SP 9, SP 6","","TARA:0434959, TARA:0022762, TARA:6969962, TARA:7829474, TARA:1594912, TARA:1357729, TARA:0859695, TARA:6463344, TARA:3553465, TARA:4385250","","","",""
"990","A-112625-990","S-112625-990","O-112625-990","https://doi.org/10.1016/s0740-5472(01)00217-3","A large randomized placebo controlled study of auricular acupuncture for alcohol dependence","Shen Men, Lung, Sympathetic, Liver","Shen Men, Lung, Sympathetic, Liver","HT 7","Lung, Sympathetic, Liver","TARA:2442762","","","",""
"964","A-112625-964","S-112625-964","O-112625-964","https://pubmed.ncbi.nlm.nih.gov/2148263.0/","A meta analysis of studies into the effect of acupuncture on addiction","Not specified","Not specified","","","","","","",""
"1853","A-112625-1853","S-112625-1853","O-112625-1853","https://doi.org/10.1007/s10571-008-9336-4","A Meta-Analysis of Acupuncture Combined with Opioid Receptor Agonists for Treatment of Opiate-Withdrawal Symptoms","neiguan, zusanli, HT 7, hegu, sanyinjiao","neiguan, zusanli, shenmen, hegu, sanyinjiao","PC 6, ST 36, HT 7, LI 4, SP 6","","TARA:4311153, TARA:6463344, TARA:2442762, TARA:0859695, TARA:4385250","","changed shenmen","",""
"974","A-112625-974","S-112625-974","O-112625-974","https://doi.org/10.1136/tc.8.4.393","A meta-analysis of acupuncture techniques for smoking cessation","Not specified","Not specified","","","","","","",""
"1075","A-112625-1075","S-112625-1075","O-112625-1075","https://doi.org/10.1089/acm.2013.0364","A Meta-Analysis of Acupuncture Use in the Treatment of Cognitive Impairment After Stroke","Not specified","Not specified","","","","","","",""
"979","A-112625-979","S-112625-979","O-112625-979","https://doi.org/10.1016/j.drugalcdep.2014.07.002","A meta-analysis of ear-acupuncture, ear-acupressure and auriculotherapy for cigarette smoking cessation","Lung, Shenmen, Mouth, Shoulder, Eye, Knee","","","","","","removed points as it is a review","",""
"1072","A-112625-1072","S-112625-1072","O-112625-1072","https://doi.org/10.1136/acupmed-2012-010155","A meta-analysis of the efficacy of acupuncture in treating dysphagia in patients with a stroke","Not specified","Not specified","","","","","","",""
"826","A-112625-826","S-112625-826","O-112625-826","https://doi.org/10.1111/all.12053","A multicenter, randomized, controlled trial testing the effects of acupuncture on allergic rhinitis","LI 4, LI 20, ST 2, ST 36, EX 1, GV 23","LI 4, LI 20, ST 2, ST 36, GV 23","LI 4, LI 20, ST 2, ST 36, GV 23","","TARA:0859695, TARA:6681003, TARA:6392753, TARA:6463344, TARA:7690229","","taken out","",""
"1215","A-112625-1215","S-112625-1215","O-112625-1215","https://pubmed.ncbi.nlm.nih.gov/16705841.0/","A Multicentral Randomized Control Study on Clinical Acupuncture Treatment of Bell's Palsy","Not specified","Not specified","","","","","","",""
"364","A-112625-364","S-112625-364","O-112625-364","https://doi.org/10.1111/papr.12309","A New Method for Sham Controlled Acupuncture in Experimental Visceral Paina Randomized, Single Blinded Study","Ren 12, Ren 10, Ren 9, Ren 7, Ren 6, Ren 4, umbilicus, ST 25, ST 26, LI 4, ST 37","Ren 12, Ren 10, Ren 9, Ren 7, Ren 6, Ren 4, umbilicus, ST 25, ST 26, LI 4, ST 37","CV 12, CV 10, CV 9, CV 7, CV 6, CV 4, ST 25, ST 26, LI 4, ST 37","umbilicus","TARA:0434959, TARA:1822260, TARA:4534524, TARA:0411625, TARA:8833337, TARA:9921528, TARA:5717468, TARA:8646804, TARA:0859695, TARA:5918799","","","",""
"1330","A-112625-1330","S-112625-1330","O-112625-1330","https://doi.org/10.1097/00043764-199507000-00013","A Nonconventional Approach to the Treatment of ""Environmental Illness""","Not specified","Not specified","","","","","","",""
"424","A-112625-424","S-112625-424","O-112625-424","https://doi.org/10.1089/acm.2009.0367","A Novel Approach to Evaluate Traditional Chinese Medicine Treatment Outcomes Using Pattern Identification","Not specified","Not specified","","","","","","",""
"1631","A-112625-1631","S-112625-1631","O-112625-1631","https://doi.org/10.1177/026921559701100302","A one year follow up study on the effects of acupuncture in the treatment of stroke patients in the subacute stage: a randomized, controlled study","Not specified","Not specified","","","","","","",""
"1630","A-112625-1630","S-112625-1630","O-112625-1630","https://doi.org/10.1186/1472-6882-12-123","A PET-CT study on the specificity of acupoints through acupuncture treatment in migraine patients","TE 5, GB 34, GB 20, ST 8, LI 6, ST 36","TE 5, GB 34, GB 20, ST 8, LI 6, ST 36","TE 5, GB 34, GB 20, ST 8, LI 6, ST 36","","TARA:8393005, TARA:8758950, TARA:2324295, TARA:9946635, TARA:9876402, TARA:6463344","","","",""
"243","A-112625-243","S-112625-243","O-112625-243","https://doi.org/10.1245/s10434-012-2759-7","A Phase II, Randomized, Controlled Trial of Acupuncture for Reduction of Postcolectomy Ileus","ST 36, PC 6, LI 4, SP 6, SP 9, ST 25, auricular shenmen","ST 36, PC 6, LI 4, SP 6, SP 9, ST 25, ear shenmen","ST 36, PC 6, LI 4, SP 6, SP 9, ST 25","ear shenmen","TARA:6463344, TARA:4311153, TARA:0859695, TARA:4385250, TARA:3553465, TARA:5717468","","fixed auricular to ear","",""
"490","A-112625-490","S-112625-490","O-112625-490","https://doi.org/10.1186/1472-6882-14-255","A pilot controlled trial of a combination of dense cranial electroacupuncture stimulation and body acupuncture for post-stroke depression","LI 4, LI 11, ST 36, LR 3, GV 20, EX-HN 3, EX-HN 1, GB 15, GB 8, EX-HN 5, ST 8","LI 4, LI 11, ST 36, LR 3, GV 20, EX-HN 3, EX-HN 1, GB 15, GB 8, EX-HN 5, ST 8","LI 4, LI 11, ST 36, LR 3, GV 20, Yintang, Sishencong, GB 15, GB 8, Taiyang, ST 8","","TARA:0859695, TARA:8923096, TARA:6463344, TARA:6499349, TARA:3386254, TARA:3135569, TARA:9610280, TARA:6739423, TARA:5363236, TARA:9534465, TARA:9946635","","","",""
"1456","A-112625-1456","S-112625-1456","O-112625-1456","https://doi.org/10.1089/10755530152755180","A Pilot Project to Assess the Methodological Issues Involved in Evaluating Acupuncture as a Treatment for Disabling Breathlessness","Ren 20, Ren 21, Li4","Ren 20, Ren 21, Li4","CV 20, CV 21, LI 4","","TARA:0726105, TARA:1450183, TARA:0859695","","","",""
"1261","A-112625-1261","S-112625-1261","O-112625-1261","https://doi.org/10.1097/SGA.0b013e3181b2c920","A Pilot Randomized Controlled Trial of Acupuncture/Moxibustion","Not specified","Not specified","","","","","","",""
"1201","A-112625-1201","S-112625-1201","O-112625-1201","https://doi.org/10.1097/gme.0b013e31821f9171","A pilot randomized, single blind, placebo control led trial of traditional acupuncture for vasomotor symptoms and mechanistic pathways of menopause","GV 20, Pericardium 6, Heart 7, Liver 3, Large intestine 4, Large intestine 11, Kidney 3, Spleen 6, Stomach 36, Ren 17, Ren 6, GV 14, Urinary bladder 15, Urinary bladder 18, Urinary bladder 20, Urinary bladder 23, Gallbladder 34, Kidney 3","Governor vessel 20, Pericardium 6, Heart 7, Liver 3, Large intestine 4, Large intestine 11, Kidney 3, Spleen 6, Stomach 36, Ren 17, Ren 6, GV 14, Urinary bladder 15, Urinary bladder 18, Urinary bladder 20, Urinary bladder 23, Gallbladder 34, Kidney 3","GV 20, PC 6, HT 7, LR 3, LI 4, LI 11, KI 3, SP 6, ST 36, CV 17, CV 6, GV 14, BL 15, BL 18, BL 20, BL 23, GB 34, KI 3","","TARA:3386254, TARA:4311153, TARA:2442762, TARA:6499349, TARA:0859695, TARA:8923096, TARA:4362146, TARA:4385250, TARA:6463344, TARA:3472408, TARA:8833337, TARA:8452754, TARA:5797983, TARA:9655874, TARA:3283628, TARA:0992296, TARA:8758950, TARA:4362146","","fixed","",""
