Acupoint_IRI,Acupoint_Curie,Acupoint,Acupoint_Category,Synonym,Pinyin_Name,Chinese_Name,Meridian,Special_Point_Role,Location,Locational_Anatomy,Acupuncture_Method,Indications,Innervation,Nearby_Nerve,Vasculature,Nearby_Artery,Nearby_Vein,Reference
http://purl.org/tara/ontology/TARA_1282828,TARA:1282828,HT 5,Meridian Acupuncture Point,"H 5, HE 5, Heart 5",Tongli,通(通)里,Heart Meridian,Luo-Connecting Point,"On the anteromedial aspect of the forearm, radial to the flexor carpi ulnaris tendon, 1 B-cun proximal to the palmar wrist crease.
 - Note 1: 1 B-cun proximal to HT 7. HT 4 is located at the level with the root of the head of the ulna, HT 5, the body of the head of the ulna and HT 6, the base of the head of the ulna.
 - Note 2: 1 B-cun proximal to the radial side of the proximal border of the pisiform bone.","forelimb zeugopod (ulna, pisiform, palmar wrist crease, Tendon of flexor carpi ulnaris)",Puncture perpendicularly 0.3-0.5 inch. Moxibustion is applicable.,"sore throat, dizziness, pain in the wrist, pain in the elbow, blurred vision, sudden loss of voice, aphasia with stiffness of the tongue, palpitation","The medial antebrachial cutaneous nerve; on the ulnar side, the ulnar nerve.","medial cutaneous nerve of the forearm, ulnar nerve",The ulnar artery.,ulnar artery,,"[Acupuncture Method, Vasculature, Innervation, Indications] Chinese Acupuncture and Moxibustion. Edited by C. Xinnong, Rev. Ed., Foreign Languages Press, Beijing, China, 1999. Ch. 8, Acupuncture Points of the Shaoyin and Taiyang Meridians. ISBN 978-7-119-01758-7.
[Acupoint Location, Pinyin Label, Chinese Label] WHO Standard Acupuncture Point Locations in the Western Pacific Region. World Health Organization (WHO), WHO Regional Office for the Western Pacific, 2008. Page 84. https://iris.who.int/handle/10665/353407"
http://purl.org/tara/ontology/TARA_6421594,TARA:6421594,HT 6,Meridian Acupuncture Point,"H 6, HE 6, Heart 6",Yinxi,陰(阴)郄,Heart Meridian,Xi-Cleft Point,"On the anteromedial aspect of the forearm, radial to the flexor carpi ulnaris tendon, 0.5 B-cun proximal to the palmar wrist crease.
 - Note 1: 0.5 B-cun proximal to HT 7, at the same level as the distal border of the head of the ulna.
 - Note 2: 0.5 B-cun proximal to the radial side of the proximal border of the pisiform bone.","forelimb zeugopod (ulna, pisiform, palmar wrist crease, Tendon of flexor carpi ulnaris)",Puncture perpendicularly 0.3-0.5 inch. Moxibustion is applicable.,"sudden loss of voice, epistaxis, cardiac pain, hemoptysis, night sweat, hysteria","The medial antebrachial cutaneous nerve; on the ulnar side, the ulnar nerve.","medial cutaneous nerve of the forearm, ulnar nerve",The ulnar artery.,ulnar artery,,"[Acupuncture Method, Vasculature, Innervation, Indications] Chinese Acupuncture and Moxibustion. Edited by C. Xinnong, Rev. Ed., Foreign Languages Press, Beijing, China, 1999. Ch. 8, Acupuncture Points of the Shaoyin and Taiyang Meridians. ISBN 978-7-119-01758-7.
[Acupoint Location, Pinyin Label, Chinese Label] WHO Standard Acupuncture Point Locations in the Western Pacific Region. World Health Organization (WHO), WHO Regional Office for the Western Pacific, 2008. Page 84. https://iris.who.int/handle/10665/353407"
http://purl.org/tara/ontology/TARA_2442762,TARA:2442762,HT 7,Meridian Acupuncture Point,"H 7, HE 7, Heart 7",Shenmen,神(神)門(门),Heart Meridian,"Yuan-Primary Point, Shu-Stream Point","On the anteromedial aspect of the wrist, radial to the flexor carpi ulnaris tendon, on the palmar wrist crease.
 - Note: In the depression radial to the proximal border of the pisiform bone, on the palmar wrist crease.","carpal region (pisiform, palmar wrist crease, Tendon of flexor carpi ulnaris)",Puncture perpendicularly 0.3-0.5 inch. Moxibustion is applicable.,"epilepsy, insomnia, pain in the hypochondriac region, mania, irritability, cardiac pain, feverish sensation in the palm, palpitation, dementia, yellowish sclera, hysteria, amnesia","The medial antebrachial cutaneous nerve; on the ulnar side, the ulnar nerve.","medial cutaneous nerve of the forearm, ulnar nerve",The ulnar artery.,ulnar artery,,"[Acupuncture Method, Vasculature, Innervation, Indications] Chinese Acupuncture and Moxibustion. Edited by C. Xinnong, Rev. Ed., Foreign Languages Press, Beijing, China, 1999. Ch. 8, Acupuncture Points of the Shaoyin and Taiyang Meridians. ISBN 978-7-119-01758-7.
[Acupoint Location, Pinyin Label, Chinese Label] WHO Standard Acupuncture Point Locations in the Western Pacific Region. World Health Organization (WHO), WHO Regional Office for the Western Pacific, 2008. Page 85. https://iris.who.int/handle/10665/353407"
http://purl.org/tara/ontology/TARA_6707910,TARA:6707910,HT 8,Meridian Acupuncture Point,"H 8, HE 8, Heart 8",Shaofu,少府,Heart Meridian,Ying-Spring Point,"On the palm of the hand, in the depression between the fourth and fifth metacarpal bones, proximal to the fifth metacarpophalangeal joint.
 - Note: Between the fourth and fifth metacarpal bones, where the tip of the little finger rests when a fist is made, at the same level as PC 8.","manus, palmar part of manus (metacarpophalangeal joint of manual digit 5, manual digit 5, metacarpal bone of digit 5, metacarpal bone of digit 4)",Puncture perpendicularly 0.3-0.5 inch. Moxibustion is applicable.,"enuresis, pain in the chest, dysuria, feverish sensation in the palm, palpitation, pruritus of the external genitalia, spasmodic pain of the little finger",The fourth common palmar digital nerve derived from the ulnar nerve.,"ulnar nerve, Fourth common palmar digital nerve",The common palmar digital artery and vein.,common palmar digital artery,common palmar digital vein,"[Acupuncture Method, Vasculature, Innervation, Indications] Chinese Acupuncture and Moxibustion. Edited by C. Xinnong, Rev. Ed., Foreign Languages Press, Beijing, China, 1999. Ch. 8, Acupuncture Points of the Shaoyin and Taiyang Meridians. ISBN 978-7-119-01758-7.
[Acupoint Location, Pinyin Label, Chinese Label] WHO Standard Acupuncture Point Locations in the Western Pacific Region. World Health Organization (WHO), WHO Regional Office for the Western Pacific, 2008. Page 85. https://iris.who.int/handle/10665/353407"
http://purl.org/tara/ontology/TARA_8651539,TARA:8651539,HT 9,Meridian Acupuncture Point,"H 9, HE 9, Heart 9",Shaochong,少衝(冲),Heart Meridian,Jing-Well Point,"On the little finger, radial to the distal phalanx, 0.1 f-cun proximal-lateral to the radial corner of the little fingernail, at the intersection of the vertical line of the radial border of the nail and horizontal line of the base of the little fingernail.","manual digit 5 (distal phalanx, nail of manual digit 5)","Puncture subcutaneously 0.1 inch, or prick with a three-edged needle to cause bleeding. Moxibustion is applicable.","febrile disease, pain in the chest, pain in the hypochondriac region, mania, loss of consciousness, cardiac pain, palpitation",The palmar digital proprial nerve derived from the ulnar nerve.,"Proper palmar digital nerve, ulnar nerve",The arterial and venous network formed by the palmar digital proprial artery and vein.,proper palmar digital artery,proper palmar digital vein,"[Acupuncture Method, Vasculature, Innervation, Indications] Chinese Acupuncture and Moxibustion. Edited by C. Xinnong, Rev. Ed., Foreign Languages Press, Beijing, China, 1999. Ch. 8, Acupuncture Points of the Shaoyin and Taiyang Meridians. ISBN 978-7-119-01758-7.
[Acupoint Location, Pinyin Label, Chinese Label] WHO Standard Acupuncture Point Locations in the Western Pacific Region. World Health Organization (WHO), WHO Regional Office for the Western Pacific, 2008. Page 86. https://iris.who.int/handle/10665/353407"
http://purl.org/tara/ontology/TARA_4512048,TARA:4512048,KI 1,Meridian Acupuncture Point,"K 1, KD 1, KID 1, Kidney 1",Yongquan,湧(涌)泉,Kidney Meridian,Jing-Well Point,"On the sole of the foot, in the deepest depression of the sole when the toes are flexed.
 - Note: When the toes are flexed, KI 1 is located approximately in the depression at the junction of the anterior one third and the posterior two thirds of the line connecting the heel with the web margin between the bases of the second and third toes.","plantar part of pes (pedal digit 2, pedal digit 3)",,"infantile convulsion, headache, loss of voice, sore throat, dizziness, blurred vision, dysuria, loss of consciousness, feverish sensation in the sole, dryness of the tongue",The second common plantar digital nerve.,,"Deeper, the plantar arterial arch.",,,"[Acupuncture Method, Vasculature, Innervation, Indications] Chinese Acupuncture and Moxibustion. Edited by C. Xinnong, Rev. Ed., Foreign Languages Press, Beijing, China, 1999. Ch. 8, Acupuncture Points of the Shaoyin and Taiyang Meridians. ISBN 978-7-119-01758-7.
[Acupoint Location, Pinyin Label, Chinese Label] WHO Standard Acupuncture Point Locations in the Western Pacific Region. World Health Organization (WHO), WHO Regional Office for the Western Pacific, 2008. Page 136. https://iris.who.int/handle/10665/353407"
http://purl.org/tara/ontology/TARA_8716769,TARA:8716769,KI 10,Meridian Acupuncture Point,"K 10, KD 10, KID 10, Kidney 10",Yingu,陰(阴)谷,Kidney Meridian,He-Sea Point,"On the posteromedial aspect of the knee, just lateral to the semitendinosus tendon, in the popliteal crease.","knee (popliteal crease, tendon of semitendinosus)",,"mental disorder, hernia, dysuria, pain in the knee, uterine bleeding, impotence, pain in the popliteal fossa",The medial femoral cutaneous nerve.,,The medial superior genicular artery and vein.,,,"[Acupuncture Method, Vasculature, Innervation, Indications] Chinese Acupuncture and Moxibustion. Edited by C. Xinnong, Rev. Ed., Foreign Languages Press, Beijing, China, 1999. Ch. 8, Acupuncture Points of the Shaoyin and Taiyang Meridians. ISBN 978-7-119-01758-7.
[Acupoint Location, Pinyin Label, Chinese Label] WHO Standard Acupuncture Point Locations in the Western Pacific Region. World Health Organization (WHO), WHO Regional Office for the Western Pacific, 2008. Page 140. https://iris.who.int/handle/10665/353407"
http://purl.org/tara/ontology/TARA_9609679,TARA:9609679,KI 11,Meridian Acupuncture Point,"K 11, KD 11, KID 11, Kidney 11",Henggu,橫骨(骨),Kidney Meridian,,"On the lower abdomen, 5 B-cun inferior to the centre of the umbilicus, 0.5 B-cun lateral to the anterior median line.","lower abdomen (anterior median line, umbilicus)",,"enuresis, nocturnal emission, dysuria, impotence, fullness of the lower abdomen, pain in the lower abdomen, pain of genitalia",The branch of the iliohypogastric nerve.,,The inferior epigastric artery and external pudendal artery.,,,"[Acupuncture Method, Vasculature, Innervation, Indications] Chinese Acupuncture and Moxibustion. Edited by C. Xinnong, Rev. Ed., Foreign Languages Press, Beijing, China, 1999. Ch. 8, Acupuncture Points of the Shaoyin and Taiyang Meridians. ISBN 978-7-119-01758-7.
[Acupoint Location, Pinyin Label, Chinese Label] WHO Standard Acupuncture Point Locations in the Western Pacific Region. World Health Organization (WHO), WHO Regional Office for the Western Pacific, 2008. Page 141. https://iris.who.int/handle/10665/353407"
http://purl.org/tara/ontology/TARA_9217640,TARA:9217640,KI 12,Meridian Acupuncture Point,"K 12, KD 12, KID 12, Kidney 12",Dahe,大赫,Kidney Meridian,,"On the lower abdomen, 4 B-cun inferior to the centre of the umbilicus, 0.5 B-cun lateral to the anterior median line.","lower abdomen (anterior median line, umbilicus)",,"nocturnal emission, pain in the external genitalia, prolapse of the uterus, impotence, morbid leukorrhea",The branches of subcostal nerve and the iliohypogastric nerve.,,The muscular branches of the inferior epigastric artery and vein.,,,"[Acupuncture Method, Vasculature, Innervation, Indications] Chinese Acupuncture and Moxibustion. Edited by C. Xinnong, Rev. Ed., Foreign Languages Press, Beijing, China, 1999. Ch. 8, Acupuncture Points of the Shaoyin and Taiyang Meridians. ISBN 978-7-119-01758-7.
[Acupoint Location, Pinyin Label, Chinese Label] WHO Standard Acupuncture Point Locations in the Western Pacific Region. World Health Organization (WHO), WHO Regional Office for the Western Pacific, 2008. Page 141. https://iris.who.int/handle/10665/353407"
http://purl.org/tara/ontology/TARA_5358142,TARA:5358142,KI 13,Meridian Acupuncture Point,"K 13, KD 13, KID 13, Kidney 13",Qixue,"氣(气,気)穴",Kidney Meridian,,"On the lower abdomen, 3 B-cun inferior to the centre of the umbilicus, 0.5 B-cun lateral to the anterior median line.","lower abdomen (anterior median line, umbilicus)",,"irregular menstruation, abdominal pain, dysuria, diarrhea, dysmenorrhea",The subcostal nerve.,,The muscular branches of the inferior epigastric artery and vein.,,,"[Acupuncture Method, Vasculature, Innervation, Indications] Chinese Acupuncture and Moxibustion. Edited by C. Xinnong, Rev. Ed., Foreign Languages Press, Beijing, China, 1999. Ch. 8, Acupuncture Points of the Shaoyin and Taiyang Meridians. ISBN 978-7-119-01758-7.
[Acupoint Location, Pinyin Label, Chinese Label] WHO Standard Acupuncture Point Locations in the Western Pacific Region. World Health Organization (WHO), WHO Regional Office for the Western Pacific, 2008. Page 142. https://iris.who.int/handle/10665/353407"
http://purl.org/tara/ontology/TARA_7443484,TARA:7443484,KI 14,Meridian Acupuncture Point,"K 14, KD 14, KID 14, Kidney 14",Siman,"四滿(满,満)",Kidney Meridian,,"On the lower abdomen, 2 B-cun inferior to the centre of the umbilicus, 0.5 B-cun lateral to the anterior median line.","lower abdomen (anterior median line, umbilicus)",,"abdominal distension, irregular menstruation, nocturnal emission, abdominal pain, diarrhea, postpartum abdominal pain, dysmenorrhea",The eleventh intercostal nerve.,,The muscular branches of the inferior epigastric artery and vein.,,,"[Acupuncture Method, Vasculature, Innervation, Indications] Chinese Acupuncture and Moxibustion. Edited by C. Xinnong, Rev. Ed., Foreign Languages Press, Beijing, China, 1999. Ch. 8, Acupuncture Points of the Shaoyin and Taiyang Meridians. ISBN 978-7-119-01758-7.
[Acupoint Location, Pinyin Label, Chinese Label] WHO Standard Acupuncture Point Locations in the Western Pacific Region. World Health Organization (WHO), WHO Regional Office for the Western Pacific, 2008. Page 142. https://iris.who.int/handle/10665/353407"
http://purl.org/tara/ontology/TARA_7875820,TARA:7875820,KI 15,Meridian Acupuncture Point,"K 15, KD 15, KID 15, Kidney 15",Zhongzhu,中注,Kidney Meridian,,"On the lower abdomen, 1 B-cun inferior to umbilicus, 0.5 B-cun lateral to the anterior median line.","lower abdomen (anterior median line, umbilicus)",,"constipation, irregular menstruation, abdominal pain",The tenth intercostal nerve.,,The muscular branches of the inferior epigastric artery and vein.,,,"[Acupuncture Method, Vasculature, Innervation, Indications] Chinese Acupuncture and Moxibustion. Edited by C. Xinnong, Rev. Ed., Foreign Languages Press, Beijing, China, 1999. Ch. 8, Acupuncture Points of the Shaoyin and Taiyang Meridians. ISBN 978-7-119-01758-7.
[Acupoint Location, Pinyin Label, Chinese Label] WHO Standard Acupuncture Point Locations in the Western Pacific Region. World Health Organization (WHO), WHO Regional Office for the Western Pacific, 2008. Page 143. https://iris.who.int/handle/10665/353407"
